"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"1","regulation of immune effector process (GO:0002697)","15/53",1.12467545832512e-11,2.41154460561806e-08,0,0,13.9212918660287,350.968874983458,"C1QB;C1QA;CR2;CR1;CFH;C8B;C8A;CFHR2;CFHR1;CFHR4;CFHR5;CD46;FCGR2B;CD55;C1QC"
"2","regulation of humoral immune response (GO:0002920)","15/54",1.51717181857066e-11,2.41154460561806e-08,0,0,13.5636363636364,337.891721780201,"C1QB;C1QA;CR2;CR1;CFH;C8B;C8A;CFHR2;CFHR1;CFHR4;CFHR5;CD46;FCGR2B;CD55;C1QC"
"3","regulation of complement activation (GO:0030449)","14/50",6.46720025633268e-11,6.85307653829386e-08,0,0,13.6915708812261,321.227429075778,"C1QB;C1QA;CR2;CR1;CFH;C8B;C8A;CFHR2;CFHR1;CFHR4;CFHR5;CD46;CD55;C1QC"
"4","regulation of heart contraction (GO:0008016)","13/93",2.0880539462297e-06,0.00165948087376605,0,0,5.69780344202899,74.523155503716,"RYR2;TGFB2;ATP2B4;ATP1A2;TNNI3K;ATP1A1;AGT;GJA5;RNF207;TNNT2;NPPA;CASQ2;CASQ1"
"5","regulation of cardiac conduction (GO:1903779)","10/55",2.78532148576072e-06,0.00177090740064667,0,0,7.76376376376376,99.3074455670088,"RYR2;GJA5;NPPA;CASQ2;ATP2B4;ATP1A2;TNNI3K;CASQ1;ATP1A1;AGT"
"6","negative regulation of humoral immune response mediated by circulating immunoglobulin (GO:0002924)","5/10",3.96055255832622e-06,0.00209843276381984,0,0,34.6964285714286,431.59328170669,"CR2;CR1;CD46;FCGR2B;CD55"
"7","tRNA aminoacylation for protein translation (GO:0006418)","8/43",2.33998270702093e-05,0.0106268643223136,0,0,7.96101564503719,84.8865737308333,"SARS1;EPRS1;PARS2;DARS2;IARS2;TARS2;YARS1;WARS2"
"8","regulation of protein binding (GO:0043393)","13/118",2.94285133996967e-05,0.0116941555122045,0,0,4.3355762594893,45.2354365514103,"SNAPIN;KDM1A;EPB41;RPL11;PARK7;PEX14;CFHR2;CFHR1;DVL1;CFHR5;LDLRAP1;DISC1;NES"
"9","regulation of calcium ion transmembrane transport (GO:1903169)","6/23",3.31552412548531e-05,0.0117111679943531,0,0,12.2601283805114,126.454761649611,"NOS1AP;NPPA;PSEN2;CASQ2;ATP1A2;CASQ1"
"10","negative regulation of complement activation, classical pathway (GO:0045959)","4/8",4.02976329185776e-05,0.0128106175048158,0,0,34.6363636363636,350.49290838015,"CR2;CR1;CD46;CD55"
"11","peroxisome organization (GO:0007031)","6/25",5.54361537505832e-05,0.0150063933889663,0,0,10.9684587138688,107.493951014178,"SEC16B;ABCD3;PEX19;PEX11B;PEX10;PEX14"
"12","regulation of cardiac muscle contraction (GO:0055117)","7/36",5.66457126982057e-05,0.0150063933889663,0,0,8.39463601532567,82.0885789664802,"RYR2;RGS2;GJA5;RNF207;NPPA;TNNI3K;SLC9A1"
"13","negative regulation of production of molecular mediator of immune response (GO:0002701)","4/9",7.09140840246801e-05,0.0150290582076305,0,0,27.7076648841355,264.72018011087,"IL10;CR1;APOA2;FCGR2B"
"14","regulation of complement activation, classical pathway (GO:0030450)","4/9",7.09140840246801e-05,0.0150290582076305,0,0,27.7076648841355,264.72018011087,"CR2;CR1;CD46;CD55"
"15","regulation of complement-dependent cytotoxicity (GO:1903659)","4/9",7.09140840246801e-05,0.0150290582076305,0,0,27.7076648841355,264.72018011087,"IL10;TGFB2;CFH;CD55"
"16","negative regulation of binding (GO:0051100)","10/88",0.000186818910815274,0.0360364243902421,0,0,4.47147147147147,38.3892406116524,"PEX19;KDM1A;CFHR2;CFHR1;DVL1;CFHR5;PARK7;DISC1;NES;PEX14"
"17","positive regulation of heart contraction (GO:0045823)","5/20",0.000192708151819476,0.0360364243902421,0,0,11.5595238095238,98.8840238517605,"RYR2;TGFB2;RGS2;NPPA;ATP1A2"
"18","negative regulation of hydrogen peroxide-induced neuron death (GO:1903208)","3/5",0.000214933991259582,0.0379597310119005,0,0,51.8674377224199,438.029826665814,"IL10;PINK1;PARK7"
"19","negative regulation of protein binding (GO:0032091)","9/74",0.000231995980503722,0.038118197746303,0,0,4.82374100719424,40.3688779726919,"KDM1A;CFHR2;CFHR1;DVL1;CFHR5;PARK7;DISC1;NES;PEX14"
"20","metal ion export (GO:0070839)","6/32",0.000239812505481617,0.038118197746303,0,0,8.01252236135957,66.7896073979199,"KCNT2;KCND3;ATP2B4;ATP1A2;ATP1A1;SLC9A1"
"21","negative regulation of complement activation (GO:0045916)","4/12",0.000260352994626473,0.0394124842817885,0,0,17.3146167557932,142.905707633969,"CR2;CR1;CD46;CD55"
"22","cholesterol metabolic process (GO:0008203)","9/77",0.000314229242067067,0.0449404357960337,0,0,4.61021476936098,37.1831698093504,"FDPS;ARV1;GGPS1;PMVK;APOA2;DHCR24;LDLRAP1;LBR;NR0B2"
"23","neural tube closure (GO:0001843)","6/34",0.000339279792105948,0.0449404357960337,0,0,7.43943266036289,59.4312874169815,"SKI;STIL;TGFB2;DVL1;MTHFR;GRHL3"
"24","secondary alcohol biosynthetic process (GO:1902653)","6/34",0.000339279792105948,0.0449404357960337,0,0,7.43943266036289,59.4312874169815,"FDPS;ARV1;GGPS1;PMVK;DHCR24;LBR"
"25","regulation of nucleocytoplasmic transport (GO:0046822)","4/13",0.000367688742642694,0.046755300514445,0,0,15.3899782135076,121.708161268822,"KHDRBS1;TPR;PTPN14;UHMK1"
"26","regulation of peptidase activity (GO:0052547)","5/23",0.000389936527351221,0.0470728928038913,0,0,9.63144841269841,75.6023103431391,"ECM1;PINK1;HDAC1;SVBP;ATP13A2"
"27","cholesterol biosynthetic process (GO:0006695)","6/35",0.000399801228595491,0.0470728928038913,0,0,7.18253038060576,56.2000182634754,"FDPS;ARV1;GGPS1;PMVK;DHCR24;LBR"
"28","cell junction disassembly (GO:0150146)","3/6",0.000420834614618246,0.0477797585668359,0,0,34.576512455516,268.77258913345,"C1QB;C1QA;C1QC"
"29","atrial septum development (GO:0003283)","4/14",0.000503308953496968,0.0551730745919607,0,0,13.8502673796791,105.183173576588,"NOTCH2;TGFB2;GJA5;MDM4"
"30","potassium ion transmembrane transport (GO:0071805)","12/139",0.000591133885691016,0.0619479986083085,0,0,3.29905597243383,24.5234270847036,"KCNJ10;KCNT2;KCND3;KCNA2;KCNA3;KCNQ4;ATP1A2;KCNN3;KCNAB2;ATP1A1;KCNH1;SLC9A1"
"31","sterol biosynthetic process (GO:0016126)","6/38",0.000632968033470086,0.0619479986083085,0,0,6.50816189624329,47.9332022470292,"FDPS;ARV1;GGPS1;PMVK;DHCR24;LBR"
"32","tRNA aminoacylation (GO:0043039)","6/38",0.000632968033470086,0.0619479986083085,0,0,6.50816189624329,47.9332022470292,"SARS1;EPRS1;DARS2;IARS2;YARS1;WARS2"
"33","epidermal cell differentiation (GO:0009913)","7/53",0.000691267547698594,0.0619479986083085,0,0,5.28763440860215,38.4780289798978,"FLG;CLIC4;HDAC1;LORICRIN;PIP5K1A;USH2A;EPHA2"
"34","cellular response to caffeine (GO:0071313)","3/7",0.000721005331395853,0.0619479986083085,0,0,25.9310498220641,187.607619520814,"RYR2;CASQ2;CACNA1S"
"35","complement activation, alternative pathway (GO:0006957)","3/7",0.000721005331395853,0.0619479986083085,0,0,25.9310498220641,187.607619520814,"CR2;CR1;CFHR5"
"36","positive regulation of activation of Janus kinase activity (GO:0010536)","3/7",0.000721005331395853,0.0619479986083085,0,0,25.9310498220641,187.607619520814,"IL23R;IL6R;AGT"
"37","response to caffeine (GO:0031000)","3/7",0.000721005331395853,0.0619479986083085,0,0,25.9310498220641,187.607619520814,"RYR2;CASQ2;CACNA1S"
"38","peroxisomal membrane transport (GO:0015919)","5/27",0.00085227223599184,0.0712993010057384,0,0,7.8786525974026,55.6832009953836,"ABCD3;PEX19;PEX11B;PEX10;PEX14"
"39","collagen fibril organization (GO:0030199)","9/89",0.000918685423887021,0.0718093253445192,0,0,3.91625449640288,27.3846711594953,"TGFB2;LAMB3;COL11A1;COL8A2;P3H1;LAMC2;PLOD1;COL9A2;DDR2"
"40","T cell differentiation (GO:0030217)","6/41",0.000959764103305407,0.0718093253445192,0,0,5.94939943777153,41.3413238244138,"PTPRC;LCK;LEPR;PIK3CD;PTPN22;MR1"
"41","regulation of immunoglobulin production (GO:0002637)","5/28",0.00101369493454034,0.0718093253445192,0,0,7.53571428571429,51.952369304154,"IL10;CR1;PTPRC;FCGR2B;TNFRSF4"
"42","cell communication by electrical coupling involved in cardiac conduction (GO:0086064)","4/17",0.00111869931058555,0.0718093253445192,0,0,10.6524064171123,72.3893715933904,"RYR2;GJA5;ATP1A2;ATP1A1"
"43","regulation of cell killing (GO:0031341)","4/17",0.00111869931058555,0.0718093253445192,0,0,10.6524064171123,72.3893715933904,"IL10;TGFB2;CFH;CD55"
"44","regulation of stem cell proliferation (GO:0072091)","4/17",0.00111869931058555,0.0718093253445192,0,0,10.6524064171123,72.3893715933904,"PTPRC;KDM1A;KDF1;HNRNPU"
"45","cellular response to epinephrine stimulus (GO:0071872)","3/8",0.00112943261001131,0.0718093253445192,0,0,20.7437722419929,140.768065849182,"RYR2;ATP2B4;SLC9A1"
"46","natural killer cell differentiation (GO:0001779)","3/8",0.00112943261001131,0.0718093253445192,0,0,20.7437722419929,140.768065849182,"PTPRC;PIK3CD;PBX1"
"47","regulation of activation of Janus kinase activity (GO:0010533)","3/8",0.00112943261001131,0.0718093253445192,0,0,20.7437722419929,140.768065849182,"IL23R;IL6R;AGT"
"48","response to epinephrine (GO:0071871)","3/8",0.00112943261001131,0.0718093253445192,0,0,20.7437722419929,140.768065849182,"RYR2;ATP2B4;SLC9A1"
"49","sulfur amino acid biosynthetic process (GO:0000097)","3/8",0.00112943261001131,0.0718093253445192,0,0,20.7437722419929,140.768065849182,"CTH;MTHFR;MTR"
"50","tRNA aminoacylation for mitochondrial protein translation (GO:0070127)","3/8",0.00112943261001131,0.0718093253445192,0,0,20.7437722419929,140.768065849182,"DARS2;TARS2;WARS2"
"51","protein targeting to peroxisome (GO:0006625)","5/29",0.00119674105243661,0.0731623039556923,0,0,7.22135416666667,48.5863771900798,"ABCD3;PEX19;PEX11B;PEX10;PEX14"
"52","regulation of response to biotic stimulus (GO:0002831)","5/29",0.00119674105243661,0.0731623039556923,0,0,7.22135416666667,48.5863771900798,"PTPN22;FCGR2B;LRP8;CD55;ZMPSTE24"
"53","positive regulation of immune response (GO:0050778)","8/75",0.00123592291931935,0.0741320558587964,0,0,4.15187973954286,27.8007263504323,"IL10;TGFB2;PTPRC;DHX9;IL23R;NLRP3;CD46;FCGR2B"
"54","negative regulation of macromolecule metabolic process (GO:0010605)","14/194",0.00127660123046438,0.0751539872527089,0,0,2.71798749747933,18.1114565186232,"NOTCH2;TGFB2;HDAC1;ATP2B4;PCSK9;PTPN22;PARK7;NR0B2;PINK1;AGO1;CLDN19;CD46;TARDBP;WNT4"
"55","positive regulation of potassium ion transmembrane transport (GO:1901381)","6/44",0.00140292846649162,0.0751568611137885,0,0,5.47886263063742,35.9917085902889,"KCNJ10;ACTN2;NPPA;GNB1;NOS1AP;KCNN3"
"56","primary neural tube formation (GO:0014020)","5/30",0.00140312075691001,0.0751568611137885,0,0,6.93214285714286,45.5376374781447,"SKI;STIL;TGFB2;MTHFR;GRHL3"
"57","regulation of striated muscle contraction (GO:0006942)","5/30",0.00140312075691001,0.0751568611137885,0,0,6.93214285714286,45.5376374781447,"RYR2;GJA5;RNF207;ATP1A2;TNNI3K"
"58","response to interferon-alpha (GO:0035455)","4/18",0.00140644362294603,0.0751568611137885,0,0,9.89101094983448,64.95121272426,"RO60;TPR;ADAR;KLHL20"
"59","homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156)","7/60",0.00146173970977474,0.0751568611137885,0,0,4.58761073916278,29.9485099845297,"CADM3;NEXN;CNTN2;HMCN1;NECTIN4;CELSR2;IGFN1"
"60","positive regulation of phosphatidylinositol 3-kinase signaling (GO:0014068)","8/77",0.00146769624505254,0.0751568611137885,0,0,4.03111909036505,26.2992680037176,"NTRK1;SELP;TGFB2;HAX1;MYOC;PIK3CD;ROR1;AGT"
"61","negative regulation of blood vessel morphogenesis (GO:2000181)","8/78",0.00159583597404834,0.0751568611137885,0,0,3.97332649397281,25.5896433174039,"SARS1;TGFB2;NAXE;AGO1;ATP2B4;FASLG;HSPG2;WNT4"
"62","tube closure (GO:0060606)","5/31",0.00163457370393197,0.0751568611137885,0,0,6.66517857142857,42.7662734266647,"SKI;STIL;TGFB2;MTHFR;GRHL3"
"63","complement activation, classical pathway (GO:0006958)","3/9",0.00165869492680594,0.0751568611137885,0,0,17.2855871886121,110.657561375648,"C1QB;C1QA;C1QC"
"64","cytolysis by host of symbiont cells (GO:0051838)","3/9",0.00165869492680594,0.0751568611137885,0,0,17.2855871886121,110.657561375648,"CFHR2;CFHR1;CFHR5"
"65","cytolysis in other organism involved in symbiotic interaction (GO:0051801)","3/9",0.00165869492680594,0.0751568611137885,0,0,17.2855871886121,110.657561375648,"CFHR2;CFHR1;CFHR5"
"66","neuronal ion channel clustering (GO:0045161)","3/9",0.00165869492680594,0.0751568611137885,0,0,17.2855871886121,110.657561375648,"MYOC;CNTN2;AGRN"
"67","peroxisome fission (GO:0016559)","3/9",0.00165869492680594,0.0751568611137885,0,0,17.2855871886121,110.657561375648,"SEC16B;PEX19;PEX11B"
"68","skeletal muscle fiber development (GO:0048741)","3/9",0.00165869492680594,0.0751568611137885,0,0,17.2855871886121,110.657561375648,"SKI;ACTA1;SELENON"
"69","small RNA loading onto RISC (GO:0070922)","3/9",0.00165869492680594,0.0751568611137885,0,0,17.2855871886121,110.657561375648,"DHX9;AGO1;ADAR"
"70","synapse pruning (GO:0098883)","3/9",0.00165869492680594,0.0751568611137885,0,0,17.2855871886121,110.657561375648,"C1QB;C1QA;C1QC"
"71","organic substance transport (GO:0071702)","11/136",0.00167855839543221,0.0751568611137885,0,0,3.06729241877256,19.599446295787,"RD3;CENPF;ABCD3;PEX19;ABCA4;PPT1;FLVCR1;MIA3;MFSD2A;DISP1;SLC19A2"
"72","regulation of autophagy of mitochondrion (GO:1903146)","4/19",0.00174204297884639,0.0769160365243429,0,0,9.2311348781937,58.6426003431528,"PINK1;HAX1;ATP13A2;PARK7"
"73","regulation of neuron apoptotic process (GO:0043523)","9/98",0.00181975717900083,0.0792466859184061,0,0,3.51859186807857,22.1989797835352,"NTRK1;TGFB2;PINK1;PPT1;KIF14;PCSK9;PARK7;SLC30A10;NGF"
"74","GPI anchor biosynthetic process (GO:0006506)","5/32",0.00189286383718066,0.0802321885119641,0,0,6.41798941798942,40.2386393819689,"PIGC;DPM3;PIGK;PIGM;PIGV"
"75","positive regulation of immune effector process (GO:0002699)","5/32",0.00189286383718066,0.0802321885119641,0,0,6.41798941798942,40.2386393819689,"IL10;PTPRC;IL23R;PLA2G5;CD46"
"76","inorganic cation transmembrane transport (GO:0098662)","17/274",0.00213313728381959,0.0892268871745062,0,0,2.3149336817291,14.23721595747,"KCNJ10;SLC6A17;KCND3;SLC30A2;KCNA2;KCNA3;ATP2B4;ATP1A2;KCNAB2;ATP1A1;SLC30A10;TMCO1;SLC9A1;SLC6A9;KCNQ4;KCNN3;KCNH1"
"77","cellular response to acetylcholine (GO:1905145)","3/10",0.00232004610248066,0.0945567507664876,0,0,14.8154550076258,89.8730423579149,"CHRNB2;CHRM3;ATP2B4"
"78","cellular response to purine-containing compound (GO:0071415)","3/10",0.00232004610248066,0.0945567507664876,0,0,14.8154550076258,89.8730423579149,"RYR2;CASQ2;CACNA1S"
"79","potassium ion transport (GO:0006813)","10/122",0.00243503603390993,0.097987082934173,0,0,3.10859073359073,18.7068578078229,"KCNJ10;KCND3;KCNA2;KCNA3;KCNQ4;ATP1A2;KCNN3;KCNAB2;KCNH1;SLC9A1"
"80","lymphocyte differentiation (GO:0030098)","8/84",0.00256190669210168,0.098521140433896,0,0,3.6585089294151,21.8303355723897,"IL10;CR2;PTPRC;LCK;LEPR;PIK3CD;PTPN22;PBX1"
"81","vascular transport (GO:0010232)","8/84",0.00256190669210168,0.098521140433896,0,0,3.6585089294151,21.8303355723897,"SLC16A1;SLC6A17;SLC6A9;SLC2A1;LEPR;ATP2B4;ATP1A2;MFSD2A"
"82","acetylcholine receptor signaling pathway (GO:0095500)","4/21",0.0025722726190668,0.098521140433896,0,0,8.14428017196183,48.5640615513445,"CHRNB2;CHRM3;GNB1;AGRN"
"83","regulation of cardiac muscle contraction by calcium ion signaling (GO:0010882)","4/21",0.0025722726190668,0.098521140433896,0,0,8.14428017196183,48.5640615513445,"RYR2;CASQ2;ATP1A2;SLC9A1"
"84","transport across blood-brain barrier (GO:0150104)","8/86",0.00296941173295594,0.110328772044823,0,0,3.56433273488929,20.7422473193923,"SLC16A1;SLC6A17;SLC6A9;SLC2A1;LEPR;ATP2B4;ATP1A2;MFSD2A"
"85","protein import into peroxisome membrane (GO:0045046)","4/22",0.00307447404456193,0.110328772044823,0,0,7.69142404436522,44.4919763909555,"ABCD3;PEX19;PEX11B;PEX14"
"86","regulation of phosphatidylinositol 3-kinase signaling (GO:0014066)","9/106",0.00311625541538943,0.110328772044823,0,0,3.22706370985686,18.6237821965164,"SELP;NTRK1;TGFB2;HAX1;MYOC;PIP5K1A;PIK3CD;ROR1;AGT"
"87","humoral immune response mediated by circulating immunoglobulin (GO:0002455)","3/11",0.00312349464738411,0.110328772044823,0,0,12.9628558718861,74.7801595698088,"C1QB;C1QA;C1QC"
"88","myotube cell development (GO:0014904)","3/11",0.00312349464738411,0.110328772044823,0,0,12.9628558718861,74.7801595698088,"SKI;ACTA1;SELENON"
"89","negative regulation of oxidative stress-induced neuron death (GO:1903204)","3/11",0.00312349464738411,0.110328772044823,0,0,12.9628558718861,74.7801595698088,"IL10;PINK1;PARK7"
"90","positive regulation of voltage-gated potassium channel activity (GO:1903818)","3/11",0.00312349464738411,0.110328772044823,0,0,12.9628558718861,74.7801595698088,"RNF207;NOS1AP;NPPA"
"91","cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742)","12/170",0.00331158748489299,0.115687215543679,0,0,2.64751527914483,15.1181795748973,"SELP;CRB1;CADM3;TGFB2;MPZ;CLDN19;CNTN2;NEXN;HMCN1;NECTIN4;CELSR2;IGFN1"
"92","brain development (GO:0007420)","11/150",0.00361177896021648,0.120857222604508,0,0,2.75635664753396,15.5005227694603,"DMBX1;CENPF;SLC6A17;KLHL17;PPT1;UFC1;PHGDH;HSPG2;NES;PBX1;MFSD2A"
"93","nucleotide metabolic process (GO:0009117)","4/23",0.00363964192907528,0.120857222604508,0,0,7.28623698283141,40.9185594902703,"NMNAT1;GUK1;NMNAT2;PARK7"
"94","regulation of protein export from nucleus (GO:0046825)","4/23",0.00363964192907528,0.120857222604508,0,0,7.28623698283141,40.9185594902703,"TPR;PARK7;PTPN14;UHMK1"
"95","regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880)","4/23",0.00363964192907528,0.120857222604508,0,0,7.28623698283141,40.9185594902703,"RYR2;CASQ2;ATP1A2;CASQ1"
"96","regulation of transport (GO:0051049)","5/37",0.00364966762190399,0.120857222604508,0,0,5.41378348214286,30.3882118892977,"YRDC;PINK1;EPB41;LEPR;CLDN19"
"97","negative regulation of neuron apoptotic process (GO:0043524)","7/71",0.00386002601573055,0.12316359970586,0,0,3.79695900537634,21.10001009714,"NTRK1;PINK1;KIF14;PPT1;PARK7;NGF;SLC30A10"
"98","regulation of apoptotic process (GO:0042981)","34/742",0.00404543661165201,0.12316359970586,0,0,1.69363316203305,9.33219951988575,"NOTCH2;FOXE3;HDAC1;KIF14;PSEN2;PCSK9;FASLG;FMN2;PARK7;LRP8;NCSTN;DSTYK;NUAK2;ADAMTSL4;TP53BP2;PLEKHN1;NTRK1;IL10;STIL;ACTN2;PLEKHG5;DHCR24;NGF;ATAD3A;AGT;KLHL20;PINK1;OBSCN;HAX1;PAX7;PPT1;TARDBP;ATF6;TP73"
"99","inorganic anion transport (GO:0015698)","6/54",0.00404938789307047,0.12316359970586,0,0,4.33519677996422,23.8834207834981,"CLCN6;CLIC4;CLCNKB;BSND;CLCNKA;XPR1"
"100","unsaturated fatty acid metabolic process (GO:0033559)","6/54",0.00404938789307047,0.12316359970586,0,0,4.33519677996422,23.8834207834981,"ELOVL1;FAAH;SCP2;EPHX1;PLA2G4A;DEGS1"
"101","negative regulation of cardiac muscle hypertrophy (GO:0010614)","3/12",0.00407787928790753,0.12316359970586,0,0,11.5219454329775,63.395797075962,"RGS2;LMNA;ATP2B4"
"102","regulation of RNA export from nucleus (GO:0046831)","3/12",0.00407787928790753,0.12316359970586,0,0,11.5219454329775,63.395797075962,"KHDRBS1;DHX9;TPR"
"103","regulation of sequestering of calcium ion (GO:0051282)","3/12",0.00407787928790753,0.12316359970586,0,0,11.5219454329775,63.395797075962,"RYR2;CASQ2;CASQ1"
"104","lymphocyte proliferation (GO:0046651)","5/38",0.00410674475269617,0.12316359970586,0,0,5.24945887445887,28.8464305728995,"IL10;CR2;PTPRC;CTPS1;TNFRSF4"
"105","positive regulation of potassium ion transport (GO:0043268)","5/38",0.00410674475269617,0.12316359970586,0,0,5.24945887445887,28.8464305728995,"KCNJ10;ACTN2;GNB1;NOS1AP;KCNN3"
"106","positive regulation of production of molecular mediator of immune response (GO:0002702)","5/38",0.00410674475269617,0.12316359970586,0,0,5.24945887445887,28.8464305728995,"IL10;PTPRC;PTPN22;TNFRSF4;INAVA"
"107","cellular response to catecholamine stimulus (GO:0071870)","4/24",0.00427133354495233,0.126902517190687,0,0,6.92156862745098,37.7628961920776,"RYR2;GNB1;ATP2B4;SLC9A1"
"108","negative regulation of protein modification by small protein conjugation or removal (GO:1903321)","6/55",0.00443907623771424,0.130665031108274,0,0,4.24650432623855,23.0046260148465,"IVNS1ABP;RPL5;SVBP;RPL11;ISG15;PARK7"
"109","T cell activation (GO:0042110)","8/92",0.00449978193256087,0.131236759299184,0,0,3.30871163546208,17.8793722253117,"PTPRC;LCK;LEPR;PIK3CD;PTPN22;CTPS1;TNFRSF4;DDOST"
"110","regulation of cell cycle (GO:0051726)","17/296",0.00468188930688902,0.135306600969093,0,0,2.12994793710593,11.4251547985954,"NOTCH2;FOXE3;TGFB2;CDKN2C;HNRNPU;DHCR24;PUM1;YY1AP1;CDC14A;UHMK1;CENPF;PTPRC;TP53BP2;MFN2;IRF6;TARDBP;TP73"
"111","positive regulation of steroid metabolic process (GO:0045940)","3/13",0.0051909408295689,0.144754393835084,0,0,10.3692170818505,54.5507953199445,"APOA2;LDLRAP1;AGT"
"112","regulation of actomyosin structure organization (GO:0110020)","3/13",0.0051909408295689,0.144754393835084,0,0,10.3692170818505,54.5507953199445,"CDC42;ASAP3;SLC9A1"
"113","relaxation of cardiac muscle (GO:0055119)","3/13",0.0051909408295689,0.144754393835084,0,0,10.3692170818505,54.5507953199445,"RGS2;ATP1A2;ATP1A1"
"114","sodium ion export across plasma membrane (GO:0036376)","3/13",0.0051909408295689,0.144754393835084,0,0,10.3692170818505,54.5507953199445,"ATP1A2;ATP1A1;SLC9A1"
"115","renal system development (GO:0072001)","6/57",0.00530038768697589,0.146521151799099,0,0,4.07955382510786,21.3767613300422,"TGFB2;CENPF;PCSK9;REN;AGT;WNT4"
"116","sensory perception of light stimulus (GO:0050953)","8/95",0.00546216751003309,0.14951570234448,0,0,3.19412286675334,16.6410913492,"CHRNB2;RD3;GNAT2;COL11A1;DRAM2;ATF6;USH2A;RPE65"
"117","cellular response to cytokine stimulus (GO:0071345)","24/482",0.00550277985979999,0.14951570234448,0,0,1.83812929315758,9.5628711132161,"IL10;CSF3R;DHX9;IL23R;RORC;HNRNPU;PIK3CD;FASLG;LRP8;PTPN14;RO60;GREM2;MUC1;HAX1;AIM2;EPRS1;LCK;TPR;LEPR;LDLRAP1;IL6R;GBP1;JAK1;IL12RB2"
"118","water-soluble vitamin metabolic process (GO:0006767)","7/76",0.00562693203336602,0.150325680701963,0,0,3.52090800477897,18.2389756668868,"FLAD1;SLC2A1;MTHFR;MTR;CTRC;MMACHC;SLC19A2"
"119","keratinocyte differentiation (GO:0030216)","5/41",0.00572173871183941,0.150325680701963,0,0,4.81125992063492,24.842856639762,"FLG;CLIC4;PIP5K1A;LORICRIN;EPHA2"
"120","positive regulation of cation transmembrane transport (GO:1904064)","5/41",0.00572173871183941,0.150325680701963,0,0,4.81125992063492,24.842856639762,"KCNJ10;ACTN2;GNB1;NOS1AP;KCNN3"
"121","visual system development (GO:0150063)","5/41",0.00572173871183941,0.150325680701963,0,0,4.81125992063492,24.842856639762,"C1QA;FOXE3;TGFB2;ATF6;PBX1"
"122","regulation of cellular component organization (GO:0051128)","10/139",0.00616835836409071,0.153454203702634,0,0,2.69655702213842,13.7209518865923,"PINK1;PTCH2;KIF14;HNRNPU;LAMTOR2;PARK7;ATAD3A;AGT;MTOR;PAPPA2"
"123","negative regulation of autophagy (GO:0010507)","6/59",0.0062780741559435,0.153454203702634,0,0,3.92520336179836,19.9034973187972,"IL10;PINK1;LEPR;PTPN22;EIF4G3;MTOR"
"124","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0007157)","5/42",0.0063471953045764,0.153454203702634,0,0,4.68098455598456,23.6845753199983,"SELP;CRB1;CADM3;HMCN1;NECTIN4"
"125","positive regulation of ATPase activity (GO:0032781)","5/42",0.0063471953045764,0.153454203702634,0,0,4.68098455598456,23.6845753199983,"RYR2;DHX9;TNNT2;HNRNPU;TOR1AIP1"
"126","positive regulation of transcription by RNA polymerase II (GO:0045944)","39/908",0.00635394649736396,0.153454203702634,0,0,1.58408117367544,8.01335842652988,"ASCL5;RNASEL;CASZ1;KDM1A;HDAC1;DHX9;HNRNPU;PRDM2;PARK7;MYSM1;GLIS1;CDC73;DCAF6;SLC9A1;MUC1;HJV;DVL1;POGZ;NLRP3;ZBTB18;IL10;FOXD2;TGFB2;FOXJ3;GRHL3;PBX1;SKI;BCL9;HAX1;NR5A2;NFIA;LMX1A;AGO1;RFX5;LHX4;IRF6;AGRN;ATF6;TP73"
"127","cellular protein modification process (GO:0006464)","43/1025",0.00640983622316511,0.153454203702634,0,0,1.54793758925018,7.81696340329738,"FLG;CHRM3;PTPRU;RNASEL;SERPINC1;DCAF8;PIK3CD;PCSK9;PTPN22;MIA3;PARK7;DCAF6;PSMB4;NUAK2;AKT3;NEK2;MAP3K6;PRKACB;ST3GAL3;JAK1;WDTC1;B3GALNT2;NTRK1;TGFB2;APOA2;P3H1;ISG15;TNNI3K;PTPN14;DDOST;MTOR;F5;KLHL20;PINK1;PTPRC;LCK;CTH;PIGK;MXRA8;LORICRIN;VWA1;COQ8A;CD247"
"128","atrioventricular valve development (GO:0003171)","3/14",0.00646939052247401,0.153454203702634,0,0,9.42607570365577,47.5137688344075,"TGFB2;GJA5;MDM4"
"129","low-density lipoprotein particle remodeling (GO:0034374)","3/14",0.00646939052247401,0.153454203702634,0,0,9.42607570365577,47.5137688344075,"APOA2;PLA2G5;AGT"
"130","protein localization to vacuole (GO:0072665)","3/14",0.00646939052247401,0.153454203702634,0,0,9.42607570365577,47.5137688344075,"SZT2;ATP13A2;GBP1"
"131","relaxation of muscle (GO:0090075)","3/14",0.00646939052247401,0.153454203702634,0,0,9.42607570365577,47.5137688344075,"RGS2;ATP1A2;ATP1A1"
"132","negative regulation of neuron death (GO:1901215)","8/98",0.00657409066347609,0.153454203702634,0,0,3.08717334929184,15.5118699060927,"NTRK1;PINK1;PPT1;KIF14;ATP13A2;PARK7;SLC30A10;NGF"
