"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"85","Choline metabolism in cancer","6/98",0.0592166503361621,0.20119521140381,0,0,2.2567084078712,6.37870483933709,"NRAS;AKT3;PIP5K1A;PIK3CD;PLA2G4A;MTOR"
"86","Phospholipase D signaling pathway","8/148",0.0592193463611426,0.20119521140381,0,0,1.97948191844063,5.59501948664759,"ARF1;NRAS;AKT3;PIP5K1A;PIK3CD;PLA2G4A;AGT;MTOR"
"87","Alzheimer disease","16/369",0.0605368516135212,0.20119521140381,0,0,1.57542170415435,4.41827486689849,"CHRM3;WNT2B;PSEN2;PIK3CD;SDHC;SDHB;MTOR;NCSTN;NRAS;PSMB4;AKT3;DVL1;NDUFS2;CACNA1S;ATF6;WNT4"
"88","Thyroid hormone synthesis","5/75",0.0609229665076371,0.20119521140381,0,0,2.47002551020408,6.91148967205512,"ATP1A2;TTF2;ATP1A1;PRKACB;TSHB"
"89","Gastric cancer","8/149",0.0611139038052529,0.20119521140381,0,0,1.96534117677018,5.49315979968222,"TGFB2;NRAS;WNT2B;AKT3;DVL1;PIK3CD;MTOR;WNT4"
"90","Endocrine and other factor-regulated calcium reabsorption","4/53",0.0623402860245611,0.202952264502182,0,0,2.82091018225472,7.82844160450465,"ATP2B4;ATP1A2;ATP1A1;PRKACB"
"91","Chronic myeloid leukemia","5/76",0.0637730753936189,0.204009987096854,0,0,2.4351106639839,6.70245750534827,"NRAS;TGFB2;HDAC1;AKT3;PIK3CD"
"92","AGE-RAGE signaling pathway in diabetic complications","6/100",0.0640577433887734,0.204009987096854,0,0,2.20846496403152,6.06879626655726,"CDC42;TGFB2;NRAS;AKT3;PIK3CD;AGT"
"93","Thiamine metabolism","2/15",0.0656223947051456,0.206745824178577,0,0,5.30728241563055,14.4561788928339,"AK2;ALPL"
"94","Melanogenesis","6/101",0.0665630049975228,0.207478302811427,0,0,2.18510498069862,5.92077430115965,"NRAS;WNT2B;DVL1;GNAI3;PRKACB;WNT4"
"95","Longevity regulating pathway","6/102",0.0691247062054972,0.213195146507481,0,0,2.16223166368515,5.77714368492552,"NRAS;HDAC1;AKT3;PIK3CD;PRKACB;MTOR"
"96","Oxytocin signaling pathway","8/154",0.0711526139290137,0.216707566106944,0,0,1.89754310026807,5.01507020236019,"RYR2;RGS2;NRAS;NPPA;GNAI3;PLA2G4A;CACNA1S;PRKACB"
"97","Protein digestion and absorption","6/103",0.0717427778579304,0.216707566106944,0,0,2.13982996145547,5.63774170985699,"CELA2A;COL11A1;COL8A2;ATP1A2;COL9A2;ATP1A1"
"98","Axon guidance","9/182",0.0739043500091193,0.220958924006857,0,0,1.80228302906807,4.69491771401091,"CDC42;SEMA4A;NRAS;PLXNA2;GNAI3;PIK3CD;LRIG2;EPHA2;WNT4"
"99","MAPK signaling pathway","13/294",0.0751911809081101,0.222535515212892,0,0,1.60530455412863,4.15408083596388,"NTRK1;TGFB2;PLA2G4A;FASLG;NGF;CACNA1E;CDC42;NRAS;AKT3;CACNA1S;MAP3K6;PRKACB;EPHA2"
"100","Cytokine-cytokine receptor interaction","13/295",0.0767431970444718,0.224857567340302,0,0,1.59952847157981,4.10645430443091,"IL10;TGFB2;CSF3R;IL23R;TNFRSF9;MPL;BMP8B;FASLG;NGF;LEPR;IL6R;TNFRSF4;IL12RB2"
"101","Chemical carcinogenesis","11/239",0.0776607992391938,0.225293209674097,0,0,1.67265976312623,4.2743225586645,"HSD11B1;CHRNB2;NOTCH2;NRAS;AKT3;EPHX1;GNAI3;PIK3CD;CACNA1S;PRKACB;MTOR"
"102","B cell receptor signaling pathway","5/81",0.0791243781321045,0.225972602200295,0,0,2.27431860902256,5.76934192879279,"CR2;NRAS;AKT3;PIK3CD;FCGR2B"
"103","Calcium signaling pathway","11/240",0.0794374676676805,0.225972602200295,0,0,1.66526886636293,4.21776823391343,"ITPKB;NTRK1;RYR2;CHRM3;CASQ2;ATP2B4;CACNA1S;CASQ1;NGF;PRKACB;CACNA1E"
"104","Selenocompound metabolism","2/17",0.0819379957413523,0.230844545694387,0,0,4.599171107164,11.5061716314453,"CTH;MTR"
"105","African trypanosomiasis","3/37",0.0859760565929782,0.237650797940968,0,0,3.04600167469123,7.4739329847002,"IL10;NPPA;FASLG"
"106","Aldosterone-regulated sodium reabsorption","3/37",0.0859760565929782,0.237650797940968,0,0,3.04600167469123,7.4739329847002,"PIK3CD;ATP1A2;ATP1A1"
"107","Neutrophil extracellular trap formation","9/189",0.0885080757657064,0.242363235507962,0,0,1.73156474820144,4.19845834429605,"SELP;CR1;FCGR2A;NCF2;HDAC1;AKT3;PIK3CD;H3-3A;MTOR"
"108","Shigellosis","11/246",0.0906288705204799,0.244019771138962,0,0,1.62224441201321,3.89498037506623,"CDC42;ARF1;RRAGC;AKT3;GLMN;TRAF5;NLRP3;PIK3CD;TLR5;H3-3A;MTOR"
"109","Primary immunodeficiency","3/38",0.0914790566458195,0.244019771138962,0,0,2.95882053889171,7.07644900464465,"PTPRC;LCK;RFX5"
"110","Hippo signaling pathway","8/163",0.091611518175037,0.244019771138962,0,0,1.78652921758267,4.27015904684674,"CRB1;TGFB2;WNT2B;DVL1;TP53BP2;BMP8B;WNT4;TP73"
"111","Colorectal cancer","5/86",0.0962719438444819,0.254083958715092,0,0,2.13337742504409,4.99333700022055,"NRAS;TGFB2;AKT3;PIK3CD;MTOR"
"112","Various types of N-glycan biosynthesis","3/39",0.097124243604404,0.254083958715092,0,0,2.8764827995255,6.70727978120742,"ALG14;DDOST;ST3GAL3"
"113","Serotonergic synapse","6/113",0.100985803302101,0.26081975724582,0,0,1.93884272649758,4.44533077862831,"NRAS;GNB1;GNAI3;PLA2G4A;CACNA1S;PRKACB"
"114","Basal cell carcinoma","4/63",0.102369529294434,0.26081975724582,0,0,2.34158131665609,5.33685293560899,"WNT2B;DVL1;PTCH2;WNT4"
"115","Lysine degradation","4/63",0.102369529294434,0.26081975724582,0,0,2.34158131665609,5.33685293560899,"PRDM16;PRDM2;PLOD1;ASH1L"
"116","Glutamatergic synapse","6/114",0.104210333382394,0.26322092828484,0,0,1.9207910952097,4.34356939121282,"GNB1;GRIK3;GNAI3;PLA2G4A;GLUL;PRKACB"
"117","One carbon pool by folate","2/20",0.10838766978761,0.269132095320083,0,0,3.83205052299191,8.51497316077171,"MTHFR;MTR"
"118","Steroid biosynthesis","2/20",0.10838766978761,0.269132095320083,0,0,3.83205052299191,8.51497316077171,"DHCR24;LBR"
"119","Spinocerebellar ataxia","7/143",0.111102803122258,0.273555641301023,0,0,1.78016287160025,3.91155072427769,"PSMB4;DAB1;KCND3;AKT3;PIK3CD;PUM1;MTOR"
"120","Influenza A","8/172",0.115113666447458,0.278807034864081,0,0,1.68769978543592,3.64852886205046,"FDPS;RNASEL;AKT3;NLRP3;PIK3CD;ADAR;FASLG;JAK1"
"121","Morphine addiction","5/91",0.115138741360252,0.278807034864081,0,0,2.00882475083056,4.34231059758099,"GNB1;ADORA1;GNAI3;PRKACB;GABRD"
"122","Pantothenate and CoA biosynthesis","2/21",0.117646847878568,0.279434659841926,0,0,3.63017668505188,7.76882480022203,"PPCS;DPYD"
"123","Small cell lung cancer","5/92",0.11910966125624,0.279434659841926,0,0,1.98563218390805,4.22485081825301,"LAMB3;AKT3;TRAF5;PIK3CD;LAMC2"
"124","Th1 and Th2 cell differentiation","5/92",0.11910966125624,0.279434659841926,0,0,1.98563218390805,4.22485081825301,"NOTCH2;LCK;CD247;JAK1;IL12RB2"
"125","Acute myeloid leukemia","4/67",0.121006468483125,0.279434659841926,0,0,2.19245678069207,4.63027419789143,"NRAS;AKT3;PIK3CD;MTOR"
"126","Porphyrin and chlorophyll metabolism","3/43",0.121034359558957,0.279434659841926,0,0,2.58830071174377,5.46566494452927,"EPRS1;UROD;PPOX"
"127","Sphingolipid signaling pathway","6/119",0.121120142661859,0.279434659841926,0,0,1.83532540725379,3.87432111719176,"NRAS;AKT3;ADORA1;GNAI3;PIK3CD;DEGS1"
"128","Viral carcinogenesis","9/203",0.122466070464994,0.279699846189779,0,0,1.60543832974857,3.37129408532822,"CDC20;CDC42;NRAS;HDAC1;TRAF5;UBR4;PIK3CD;PRKACB;JAK1"
"129","GnRH signaling pathway","5/93",0.12314430088219,0.279699846189779,0,0,1.96296672077922,4.11123442470087,"CDC42;NRAS;PLA2G4A;CACNA1S;PRKACB"
"130","Fc epsilon RI signaling pathway","4/68",0.125878907224917,0.28031436480869,0,0,2.15808823529412,4.47249735001042,"NRAS;AKT3;PIK3CD;PLA2G4A"
"131","Cell adhesion molecules","7/148",0.126622213871161,0.28031436480869,0,0,1.7165916774702,3.54741793000468,"SELP;CADM3;NFASC;PTPRC;MPZ;CLDN19;CNTN2"
"132","Retrograde endocannabinoid signaling","7/148",0.126622213871161,0.28031436480869,0,0,1.7165916774702,3.54741793000468,"FAAH;GNB1;GNAI3;NDUFS2;CACNA1S;PRKACB;GABRD"
"133","TGF-beta signaling pathway","5/94",0.127241674128177,0.28031436480869,0,0,1.94081059390048,4.00130526132357,"GREM2;TGFB2;HJV;BMP8B;LEFTY2"
"134","Adipocytokine signaling pathway","4/69",0.130832760379613,0.286074617844975,0,0,2.12477718360071,4.32144707373291,"AKT3;SLC2A1;LEPR;MTOR"
"135","Proximal tubule bicarbonate reclamation","2/23",0.136714167563877,0.292790394634538,0,0,3.28410724858327,6.53492317620072,"ATP1A2;ATP1A1"
"136","Renin-angiotensin system","2/23",0.136714167563877,0.292790394634538,0,0,3.28410724858327,6.53492317620072,"REN;AGT"
"137","Tuberculosis","8/180",0.138469427227142,0.292790394634538,0,0,1.60853409043464,3.18024195063394,"IL10;TGFB2;CR1;FCGR2A;AKT3;RFX5;FCGR2B;JAK1"
"138","Cell cycle","6/124",0.139292987980226,0.292790394634538,0,0,1.75710257420939,3.46355796171339,"CDC20;TGFB2;CDKN2C;ORC1;HDAC1;CDC14A"
"139","Platelet activation","6/124",0.139292987980226,0.292790394634538,0,0,1.75710257420939,3.46355796171339,"FCGR2A;AKT3;GNAI3;PIK3CD;PLA2G4A;PRKACB"
"140","Phosphatidylinositol signaling system","5/97",0.13989984726565,0.292790394634538,0,0,1.87723214285714,3.69219365913323,"INPP5B;ITPKB;PIP5K1A;PIK3CD;PIK3C2B"
"141","Inflammatory mediator regulation of TRP channels","5/98",0.144237654964699,0.299727892940829,0,0,1.85695084485407,3.59560084441049,"NTRK1;PIK3CD;PLA2G4A;NGF;PRKACB"
"142","Vitamin digestion and absorption","2/24",0.146487136825462,0.302258669646903,0,0,3.13466817374455,6.0211259789052,"MMACHC;SLC19A2"
"143","Human immunodeficiency virus 1 infection","9/212",0.147525301576509,0.302272121412008,0,0,1.53354360846298,2.93482764063124,"NRAS;AKT3;GNB1;TRAF5;GNAI3;PIK3CD;FASLG;CD247;MTOR"
"144","Hematopoietic cell lineage","5/99",0.148632799762458,0.302426460627779,0,0,1.83710106382979,3.5020224866613,"CR2;CSF3R;CR1;IL6R;CD55"
"145","Amino sugar and nucleotide sugar metabolism","3/48",0.153555942570125,0.310288904641701,0,0,2.30011862396204,4.30971002733942,"CHIT1;GALE;PGM1"
"146","alpha-Linolenic acid metabolism","2/25",0.156397603134428,0.311059253818295,0,0,2.99822380106572,5.56276585124737,"PLA2G4A;PLA2G5"
"147","Lipid and atherosclerosis","9/215",0.156410275002052,0.311059253818295,0,0,1.51097471537333,2.80327022456514,"SELP;CDC42;NRAS;NCF2;AKT3;NLRP3;PIK3CD;FASLG;ATF6"
"148","Hepatitis C","7/157",0.157122080426989,0.311059253818295,0,0,1.61284348864994,2.98494136745169,"RNASEL;NRAS;AKT3;CLDN19;PIK3CD;FASLG;JAK1"
"149","Relaxin signaling pathway","6/129",0.158650771631641,0.311977691866247,0,0,1.68523932108731,3.10260967889446,"NRAS;AKT3;GNB1;GNAI3;PIK3CD;PRKACB"
"150","Glioma","4/75",0.162150239803685,0.316175898284892,0,0,1.94461600261103,3.53770759613068,"NRAS;AKT3;PIK3CD;MTOR"
"151","Maturity onset diabetes of the young","2/26",0.166430038600327,0.316175898284892,0,0,2.87314979277679,5.15207545350565,"NR5A2;PKLR"
"152","FoxO signaling pathway","6/131",0.16670575606887,0.316175898284892,0,0,1.65810375670841,2.97053426693386,"IL10;TGFB2;NRAS;AKT3;PIK3CD;FASLG"
"153","Arginine and proline metabolism","3/50",0.167260287488595,0.316175898284892,0,0,2.2020140834406,3.93765055108907,"ALDH4A1;PYCR2;AGMAT"
"154","Cholesterol metabolism","3/50",0.167260287488595,0.316175898284892,0,0,2.2020140834406,3.93765055108907,"APOA2;PCSK9;LDLRAP1"
"155","Cysteine and methionine metabolism","3/50",0.167260287488595,0.316175898284892,0,0,2.2020140834406,3.93765055108907,"CTH;MTR;PHGDH"
"156","Parkinson disease","10/249",0.168803733783761,0.317048038452834,0,0,1.44717102039278,2.57454413008806,"PSMB4;PINK1;GNAI3;MFN2;NDUFS2;SDHC;PARK7;PRKACB;ATF6;SDHB"
"157","C-type lectin receptor signaling pathway","5/104",0.171427102532771,0.319188842495724,0,0,1.74386724386724,3.07547932019563,"IL10;NRAS;AKT3;NLRP3;PIK3CD"
"158","Arrhythmogenic right ventricular cardiomyopathy","4/77",0.173145431021106,0.319188842495724,0,0,1.89114350597026,3.31635349704587,"RYR2;ACTN2;LMNA;CACNA1S"
"159","Ovarian steroidogenesis","3/51",0.174242327852666,0.319188842495724,0,0,2.15602758007117,3.76724479912443,"HSD3B2;PLA2G4A;PRKACB"
"160","Vascular smooth muscle contraction","6/133",0.174929680255821,0.319188842495724,0,0,1.63182285577451,2.84487299134605,"NPPA;PLA2G4A;PLA2G5;CACNA1S;PRKACB;AGT"
"161","Hepatitis B","7/162",0.175390456115398,0.319188842495724,0,0,1.56041160827841,2.71627185896099,"TGFB2;NRAS;AKT3;PIK3CD;FASLG;HSPG2;JAK1"
"162","Biosynthesis of unsaturated fatty acids","2/27",0.176569680031669,0.319351334872093,0,0,2.75808170515098,4.78262315272312,"ELOVL1;SCP2"
"163","Butanoate metabolism","2/28",0.186802498394075,0.330673017664115,0,0,2.65186500888099,4.44904288492771,"HMGCL;HMGCS2"
"164","Phototransduction","2/28",0.186802498394075,0.330673017664115,0,0,2.65186500888099,4.44904288492771,"GNAT2;GNB1"
"165","Autoimmune thyroid disease","3/53",0.188442486410911,0.330673017664115,0,0,2.06957295373665,3.45403950702464,"IL10;FASLG;TSHB"
"166","Glycosaminoglycan biosynthesis","3/53",0.188442486410911,0.330673017664115,0,0,2.06957295373665,3.45403950702464,"B3GALT6;HS2ST1;ST3GAL3"
"167","Insulin resistance","5/108",0.190570290102373,0.330673017664115,0,0,1.67579750346741,2.77802679280814,"AKT3;SLC2A1;PIK3CD;AGT;MTOR"
"168","Wnt signaling pathway","7/166",0.190628607255347,0.330673017664115,0,0,1.52084037780934,2.52068374279599,"VANGL1;WNT2B;DVL1;ROR1;RSPO1;PRKACB;WNT4"
"169","Autophagy","6/137",0.191858064856312,0.330673017664115,0,0,1.58166846467929,2.61133372710396,"NRAS;RRAGC;AKT3;PIK3CD;PRKACB;MTOR"
"170","Insulin signaling pathway","6/137",0.191858064856312,0.330673017664115,0,0,1.58166846467929,2.61133372710396,"NRAS;PKLR;AKT3;PIK3CD;PRKACB;MTOR"
"171","Linoleic acid metabolism","2/29",0.197115169118738,0.337747044162516,0,0,2.55351621603842,4.14682634011952,"PLA2G4A;PLA2G5"
"172","Riboflavin metabolism","1/8",0.204905145184836,0.349053532204401,0,0,4.9209726443769,7.80076576139443,"FLAD1"
"173","Pentose phosphate pathway","2/30",0.207495043663286,0.351422241580016,0,0,2.46219233697031,3.8721614248388,"H6PD;PGM1"
"174","Focal adhesion","8/201",0.209675696104546,0.353074591716276,0,0,1.43194947023749,2.23698179129843,"CDC42;LAMB3;AKT3;PIP5K1A;TNR;PIK3CD;LAMC2;COL9A2"
"175","Epstein-Barr virus infection","8/202",0.213380499202461,0.357259921521835,0,0,1.42449425308631,2.20038539785766,"CR2;HDAC1;AKT3;TRAF5;PIK3CD;ISG15;CD247;JAK1"
"176","Legionellosis","3/57",0.217657567797149,0.358727672826069,0,0,1.91587584025306,2.92138925115918,"ARF1;CR1;TLR5"
"177","Circadian rhythm","2/31",0.217930122058158,0.358727672826069,0,0,2.37716665645863,3.62180549661213,"PER3;RORC"
"178","Galactose metabolism","2/31",0.217930122058158,0.358727672826069,0,0,2.37716665645863,3.62180549661213,"GALE;PGM1"
"179","ErbB signaling pathway","4/85",0.219431754413154,0.359090938640294,0,0,1.7036596905878,2.5839645186799,"NRAS;AKT3;PIK3CD;MTOR"
"180","Leukocyte transendothelial migration","5/114",0.220601941826802,0.359090938640294,0,0,1.58306028833552,2.3926299897823,"CDC42;NCF2;CLDN19;GNAI3;PIK3CD"
"181","Endometrial cancer","3/58",0.225104756327796,0.364396097259913,0,0,1.8809446780977,2.80484476869134,"NRAS;AKT3;PIK3CD"
"182","Long-term depression","3/60",0.240140678450316,0.384487534349412,0,0,1.81475931822439,2.58880927652512,"NRAS;GNAI3;PLA2G4A"
"183","Mineral absorption","3/60",0.240140678450316,0.384487534349412,0,0,1.81475931822439,2.58880927652512,"ATP2B4;ATP1A2;ATP1A1"
"184","Sulfur metabolism","1/10",0.249211968112426,0.396842970961634,0,0,3.82702915681639,5.31747127652987,"SELENBP1"
"185","NOD-like receptor signaling pathway","7/181",0.252004267194097,0.399120271826326,0,0,1.38865200016479,1.91399190838974,"RNASEL;AIM2;TRAF5;NLRP3;MFN2;GBP1;JAK1"
"186","Nicotinate and nicotinamide metabolism","2/35",0.260003720239624,0.409575752850591,0,0,2.08859464987351,2.81346092944794,"NMNAT1;NMNAT2"
"187","Cytosolic DNA-sensing pathway","3/63",0.262985714833723,0.412057831263534,0,0,1.72375444839858,2.30234222083715,"AIM2;POLR3GL;ADAR"
"188","Starch and sucrose metabolism","2/36",0.270555720428468,0.421663968540112,0,0,2.02706091317522,2.64993053794469,"AGL;PGM1"
"189","Salmonella infection","9/249",0.272720520221729,0.422788954629453,0,0,1.29462679856115,1.68211862447335,"CDC42;ARF1;PTPRC;AKT3;NLRP3;PLEKHM2;PIK3CD;TLR5;PIK3C2B"
"190","Alanine, aspartate and glutamate metabolism","2/37",0.28110312995434,0.433490616192746,0,0,1.96904339000254,2.49878235264676,"ALDH4A1;GLUL"
"191","Allograft rejection","2/38",0.291637800507446,0.446367630382333,0,0,1.91424906256167,2.35881934886529,"IL10;FASLG"
"192","Prostate cancer","4/97",0.293795508349309,0.446367630382333,0,0,1.48291261763748,1.81637711091663,"NRAS;AKT3;PIK3CD;MTOR"
"193","Necroptosis","6/159",0.294023729227953,0.446367630382333,0,0,1.35269563997334,1.6558277032578,"TRAF5;NLRP3;PLA2G4A;FASLG;GLUL;JAK1"
"194","Chemokine signaling pathway","7/192",0.300295274072757,0.453133361720841,0,0,1.30533759566018,1.57030682299818,"CDC42;NRAS;AKT3;GNB1;GNAI3;PIK3CD;PRKACB"
"195","Mitophagy","3/68",0.3015733977323,0.453133361720841,0,0,1.59074733096085,1.90689539926377,"NRAS;PINK1;MFN2"
"196","Natural killer cell mediated cytotoxicity","5/131",0.311864764754148,0.460751678508375,0,0,1.36826814058957,1.59428637736999,"NRAS;LCK;PIK3CD;FASLG;CD247"
"197","Glycine, serine and threonine metabolism","2/40",0.312638624618271,0.460751678508375,0,0,1.81331214359166,2.10835128355617,"CTH;PHGDH"
"198","Nicotine addiction","2/40",0.312638624618271,0.460751678508375,0,0,1.81331214359166,2.10835128355617,"CHRNB2;GABRD"
"199","Progesterone-mediated oocyte maturation","4/100",0.312933733867463,0.460751678508375,0,0,1.43634878193702,1.66869805312719,"AKT3;GNAI3;PIK3CD;PRKACB"
"200","Prolactin signaling pathway","3/70",0.317101572475733,0.464553803676949,0,0,1.54310299038615,1.77230492061272,"NRAS;AKT3;PIK3CD"
"201","Pathogenic Escherichia coli infection","7/197",0.322872062792125,0.470654300488024,0,0,1.27065647990945,1.43647603826959,"CDC42;ARF1;FCGR2A;CLDN19;NLRP3;FASLG;TLR5"
"202","Melanoma","3/72",0.332641759345752,0.480118401420223,0,0,1.49822064056939,1.64907522712453,"NRAS;AKT3;PIK3CD"
"203","Non-small cell lung cancer","3/72",0.332641759345752,0.480118401420223,0,0,1.49822064056939,1.64907522712453,"NRAS;AKT3;PIK3CD"
"204","Toll-like receptor signaling pathway","4/104",0.338609550359057,0.48633626595688,0,0,1.37860962566845,1.49290684692794,"CTSK;AKT3;PIK3CD;TLR5"
"205","p53 signaling pathway","3/73",0.340408341922111,0.486534849674042,0,0,1.47674123029995,1.59135019621241,"GORAB;MDM4;TP73"
"206","Fatty acid degradation","2/43",0.343866178405941,0.488820358043573,0,0,1.68037083567994,1.79380042687037,"CPT2;ACADM"
"207","Estrogen signaling pathway","5/137",0.345344075477882,0.488820358043573,0,0,1.30566829004329,1.38820485588352,"NRAS;AKT3;GNAI3;PIK3CD;PRKACB"
"208","ABC transporters","2/45",0.364431692123596,0.513358104770258,0,0,1.60204882481722,1.61713395153485,"ABCD3;ABCA4"
"209","Rap1 signaling pathway","7/210",0.382603747951068,0.530639096470016,0,0,1.18848102830305,1.14183959666414,"CDC42;NRAS;AKT3;GNAI3;PIK3CD;NGF;EPHA2"
"210","Other types of O-glycan biosynthesis","2/47",0.384746213053891,0.530639096470016,0,0,1.53068877047563,1.46207005768194,"GALNT2;ST3GAL3"
"211","Pyruvate metabolism","2/47",0.384746213053891,0.530639096470016,0,0,1.53068877047563,1.46207005768194,"FH;PKLR"
"212","Nitrogen metabolism","1/17",0.385754701529397,0.530639096470016,0,0,2.15192819148936,2.04982694529573,"GLUL"
"213","Primary bile acid biosynthesis","1/17",0.385754701529397,0.530639096470016,0,0,2.15192819148936,2.04982694529573,"SCP2"
"214","Fatty acid biosynthesis","1/18",0.403121862135331,0.546538036689834,0,0,2.02523988318732,1.83996359781213,"MECR"
"215","Other glycan degradation","1/18",0.403121862135331,0.546538036689834,0,0,2.02523988318732,1.83996359781213,"FUCA1"
"216","Cocaine addiction","2/49",0.404773904306123,0.546538036689834,0,0,1.46540191224821,1.32534851123473,"GNAI3;PRKACB"
"217","Ether lipid metabolism","2/49",0.404773904306123,0.546538036689834,0,0,1.46540191224821,1.32534851123473,"PLA2G4A;PLA2G5"
"218","Vibrio cholerae infection","2/50",0.414670302005242,0.557332103153835,0,0,1.43479869745411,1.26301244105703,"ARF1;PRKACB"
"219","Spliceosome","5/150",0.418262752336195,0.558841466294877,0,0,1.1878078817734,1.03534733542495,"SF3B4;RBM8A;PRPF3;HNRNPU;SNRPE"
"220","Regulation of actin cytoskeleton","7/218",0.419607926910829,0.558841466294877,0,0,1.14294450389849,0.992572451399495,"CDC42;CHRM3;NRAS;PIP5K1A;PIK3CD;IQGAP3;SLC9A1"
"221","Alcoholism","6/186",0.429415892129552,0.566751605378193,0,0,1.14818127608825,0.970591370996208,"NRAS;HDAC1;GNB1;GNAI3;PRKACB;H3-3A"
"222","RNA transport","6/186",0.429415892129552,0.566751605378193,0,0,1.14818127608825,0.970591370996208,"EIF2B3;RBM8A;NUP133;TPR;TARDBP;EIF4G3"
"223","AMPK signaling pathway","4/120",0.440913931891852,0.57931740827046,0,0,1.1874731083656,0.972428364468671,"AKT3;LEPR;PIK3CD;MTOR"
"224","Cellular senescence","5/156",0.451557797381013,0.589424187471574,0,0,1.14025543992431,0.906562256733597,"TGFB2;NRAS;AKT3;PIK3CD;MTOR"
"225","Amyotrophic lateral sclerosis","11/364",0.453112680081236,0.589424187471574,0,0,1.07332712899234,0.849661256868586,"PSMB4;PINK1;NUP133;DNAH14;TPR;NDUFS2;SDHC;TARDBP;ATF6;SDHB;MTOR"
"226","Gap junction","3/88",0.454641182145309,0.589424187471574,0,0,1.2151978229014,0.957875773174037,"NRAS;GNAI3;PRKACB"
"227","Transcriptional misregulation in cancer","6/192",0.459388520072425,0.592955226348989,0,0,1.11079693000173,0.864043364734413,"NTRK1;CDKN2C;PAX7;HDAC1;PBX1;H3-3A"
"228","Kaposi sarcoma-associated herpesvirus infection","6/193",0.464349058084854,0.596729272012554,0,0,1.10479944132475,0.847512343473806,"NRAS;AKT3;GNB1;PIK3CD;MTOR;JAK1"
"229","Arginine biosynthesis","1/22",0.467824740689104,0.598570519746321,0,0,1.63914218169537,1.24519327223706,"GLUL"
"230","Pyrimidine metabolism","2/56",0.472201438065293,0.601543571100569,0,0,1.27498190908493,0.95668217680752,"DPYD;CTPS1"
"231","Mismatch repair","1/23",0.48287521485517,0.612478086374739,0,0,1.56455512572534,1.13899145827373,"EXO1"
"232","Lysosome","4/128",0.490453050089509,0.619408377914768,0,0,1.11040193203381,0.791078899283066,"FUCA1;CTSK;PPT1;AP4B1"
"233","Viral myocarditis","2/60",0.508615241342426,0.63958912323318,0,0,1.18680712929503,0.802356933228419,"EIF4G3;CD55"
"234","Dopaminergic synapse","4/132",0.514539509335331,0.642438641217194,0,0,1.07547905525847,0.714637479110371,"AKT3;GNB1;GNAI3;PRKACB"
"235","Arachidonic acid metabolism","2/61",0.517459110331938,0.642438641217194,0,0,1.16663154408887,0.768605759660715,"PLA2G4A;PLA2G5"
